,caption,class
1012,A person throat clearing followed by a woman softly speaking then a person whistling as birds chirp in the background,5
1013,A man is speaking while a stream flows and someone clears their throat.,5
1014,"Mechanisms sound, people speak, clap, and make throat clearing noises.",5
1015,"Birds coo, flap their wings, and vocalize while a man clears his throat and speaks.",5
1016,Men and women speak and converse over mechanisms and throat clearing.,5
1017,"A woman speaks with ticking, throat clearing, hands movements, breathing, and mechanisms in the background.",5
1018,Someone clears their throat in the background noise.,5
1019,A woman is clearing her throat with variations in intensity.,5
1020,"Throat clearing is heard, followed by a motorcycle, music, bicycles and tricycles, shouting, and human voices.",5
1021,"Men are speaking, breathing, clearing their throat and more.",5
1022,"An aircraft engine starts and makes ticking and scraping sounds, and a person clears their throat.",5
1023,Someone clearing their throat.,5
1024,"Mechanisms make noises, liquid is heard, and someone clears their throat.",5
1025,"A man speaks, clears his throat then a child speaks",5
1026,"A man talks, beeps, the man clears his throat",5
1027,"Music plays, a man and woman speak, shouting, clicking, and throat clearing sounds are heard.",5
1028,There's background noise as people breathe and clear their throat.,5
1029,"Someone is making a short, nervous throat clear.",5
1030,"Background noise, music, applause, cheering, whistling, and men speaking with throat clearing are heard.",5
1031,"A woman and a man speak, a television plays, and someone clears their throat.",5
1032,A man is speaking and making various noises such as rubbing and clearing his throat.,5
1033,A male clearing his throat.,5
1034,"Women converse and breathing, throat clearing, and human voice sounds are heard.",5
1035,"A man is speaking, breathing, and ticking sounds are heard, with throat clearing and more man speaking.",5
1036,"Someone is clearing their throat and making a ""puh"" sound.",5
1037,"Someone is biting, chewing, and clearing their throat while eating a sandwich.",5
1038,"Mechanisms are ticking, human sounds and a man speaking are heard, and throat clearing is audible.",5
1039,Someone is clearing his throat.,5
1040,"A man is speaking, with background noise, throat clearing, breathing, and music, followed by croaking and quacking sounds.",5
1041,"A man is speaking, mechanisms are running, breathing, throat clearing, and ticking can be heard.",5
1042,a woman is speaking over an intercom and a woman clears her throat,5
1043,"A woman speaks with distortions and mechanisms, clears her throat and breathes.",5
1044,A man is clearing his throat.,5
1045,Someone is clearing their throat and taking a breath.,5
1046,A man is speaking with background noise and human voices are heard with throat clearing.,5
1047,A man inhaling aloud then clearing his throat before talking followed by metal clacking and a door opening,5
1048,"A man is speaking, mechanisms are sounding, and throat clearing can be heard.",5
1049,"People chant, sing, and clear their throat with music.",5
1050,"A man is singing, shouting, and clearing his throat, with sound effects, heartbeats, and whooshes in the background.",5
1051,Someone is clearing their throat multiple times with varying intensity and speed.,5
1052,"Music plays with breathing, a human voice, and throat clearing sounds.",5
1053,A man is clearing his throat and then speaks,5
1054,A mantra is repeated with bells ringing and throat clearing.,5
1055,An old man is clearing his throat.,5
1056,"Men speak, mechanisms make noise, throat clearing is heard, breathing is heard, and ticks sound.",5
1057,A woman speaks while an electric shaver hums and occasional throat clearing can be heard.,5
1058,"An engine idles, clicking sounds are heard, and someone breathes and clears their throat.",5
1059,"Plastic crinkling is accompanied by an adult male clearing his throat, a quiet thump occurs, and the adult male speaks",5
1060,"Bird calls, snoring, human voices, and throat clearing are heard.",5
1061,"Music and speech play, including child speech, while throat clearing is heard intermittently.",5
1062,Mechanisms are ticking and a man is speaking while wind noise and throat clearing can be heard.,5
1063,"Background noise, noise, human voices, and throat clearing are heard.",5
1064,Someone is clearing their throat and drinking.,5
1065,"A woman is speaking, and an electric shaver is heard with throat clearing sounds.",5
1066,"Crinkling, throat clearing, ticking, and a man speaking can be heard with breathing sounds.",5
1067,Someone is clearing her throat.,5
1068,"Wind is blowing and a man is speaking, with ticking and throat clearing sounds.",5
1069,"Wind noise, a man speaking, and throat clearing are heard.",5
1070,A child is speaking while a person bounces and makes throat clearing sounds.,5
1071,A man speaks amidst background noise and throat clearing.,5
1072,"Music, background noise, a person clearing their throat, a baby crying, and synthetic singing can be heard.",5
1073,"A man is speaking, with breathing, mechanisms, and throat clearing sounds in the background.",5
1074,A single male speaking and clearing his throat towards the end,5
1075,"A child is speaking while someone is tapping, breathing, and making throat clearing noises.",5
1076,Someone is clearing their throat in a sound booth.,5
1077,Men and women are clearing their throats before singing on stage.,5
1078,Someone is clearing their throat.,5
1079,Someone is clearing their throat as a leaky faucet is dripping water onto metal.,5
1080,"Mechanisms, conversation, and men speaking and clearing their throats are heard.",5
1081,"Female and male speech are accompanied by tools, ticking, throat clearing, and mechanisms.",5
1082,Children speak and run with throat clearing and mechanical sounds in the background.,5
1083,"A man is speaking with crumpling sounds, conversation, mechanisms, panting dog, throat clearing, barking in the background.",5
1084,"Men and children sing and breathe while ticking, clearing their throats, and making other human sounds.",5
1085,"A man is speaking and pouring, with throat clearing and breathing in between.",5
1086,"A man is speaking, walking, with background noise, human sounds, and throat clearing.",5
1087,People talk and clear their throats while a ticking sound is heard.,5
1088,A woman is clearing her throat.,5
1089,Crickets chirp intermittently amidst male speech and throat clearing sounds.,5
1090,"Footsteps are heard, birds are cawing, and someone is clearing their throat and breathing.",5
1091,"Female and male speech mix with goat sounds, tapping, throat clearing, clapping, child speech, and surface contact.",5
1092,"A man speaks, video game sounds, breathing, speaking, speech synthesizer, speaking, throat clearing, speaking, breathing, and speaking.",5
1093,"Men are speaking and mechanisms are heard with clicking, buzzing, and throat clearing.",5
1094,"A woman sings with breathing, throat clearing, and music in the background.",5
1095,A leaky faucet dripping water onto something metal and somebody clearing their throat at the end.,5
1096,"A man is speaking and making various sounds, including hiccuping, clicking, and clearing his throat.",5
1097,"In a small room, someone clears their throat before speaking.",5
1098,A person clears their throat.,5
1099,People speak and clear their throats before wailing.,5
1100,"Women and a man speak, narrate, clear their throats, and speak again in a small room.",5
1101,A woman clears her throat.,5
1102,"Clicking sound with throat clearing, brief tone, and male speeches with telephone bell ringing.",5
1103,"There are several male speeches with background noise, speech, and throat clearing.",5
1104,"An insect and a man are speaking, with throat clearing and mechanisms in the background.",5
1105,Human voices alternate with clicking sounds and throat clearing.,5
1106,"A rooster crows, papers are shuffled, a person steps heavily, and then a man clears his throat.",5
1107,"A hammer hammers as a person clears his throat, and then a housefly buzzes by loudly nearby",5
1108,"A woman is speaking while throat clearing, breathing, and ticking is heard.",5
1109,A male is clearing his throat.,5
1110,Someone clears their throat and a baby cries in background,5
1111,There is background noise and a person clearing their throat.,5
1112,"A radio is playing with occasional male speech, bird chirps, wind noise, and throat clearing.",5
1113,A man speaks followed by a man clearing his throat as a surface is tapped two times,5
1114,"There are beeping sounds, burping, throat clearing, and female speech.",5
1115,A woman is singing over ticking and throat clearing.,5
1116,Water trickles as a man speaks and clears his throat.,5
1117,"A sine wave, music, man speaking, throat clearing, camera noise, and whispering are present.",5
1118,"A woman speaks while chewing and a television plays with throat clearing, breathing, and a baby cry.",5
1119,a woman is giving announcement before take off while people are talking and someone is clearing her throat,5
1120,"A woman is speaking, with human voices and throat clearing sounds, along with breathing.",5
1121,A child speaks and clears throat followed by beeps,5
1122,Someone is clearing their throat with a low pitch.,5
1123,"Man clears his throat and says ""Pazazz"".",5
1124,A man speaking alongside a series of plastic camera muffling followed by metal clanking and a person throat clearing,5
1125,clear throat sound can be heard,5
1126,an audio of clear throat,5
1127,students clear throat in the classroom while teacher is in class,5
1128,a vocal sound of clear throat,5
1129,the sound of clear throat made by human,5
1130,a repititive sound of clear throat,5
1131,clear throat sound in distance,5
1132,a clear sound of clear throat,5
1133,clear throat is being recorded,5
1134,someone clear throat at home,5
1135,this is a wired sound of clear throat,5
1136,a synthetic sound of clear throat,5
1137,this is a continuous sound of clear throat,5
1138,a person clear throat multiple times,5
1139,an old woman clear throat,5
1140,women clear throat after one's speech,5
1141,men clear throat suddenly,5
1142,clear throat sound in the distance,5
1143,a noisy clear throat sound,5
1144,the audiance clear throat together,5
1145,a loud sound of clear throat,5
1146,a female clear throat on the airplane,5
1147,two boys clear throat simultaneously,5
1148,a sound of clear throat,5
1149,a man voice clear throat,5
1150,a girl clear throat in the room,5
1151,a human voice clear throat,5
1152,an annoying sound of people's clear throat,5
1153,he is making a sound of clear throat,5
1154,this is a sound of clear throat,5
1155,the announcer clear throat,5
